Customer_Service,Satisfaction,Customer_Service_TH
"They provided good service.   It was easy to make on-line reservations, the airport bus took me directly and quickly to the car, gas tank filled, customer service friendly and helped with directions and luggage.",1,พวกเขาให้บริการที่ดี การจองทางออนไลน์เป็นเรื่องง่าย รถบัสสนามบินพาฉันไปที่รถโดยตรงและรวดเร็ว ถังน้ำมันเต็มถัง การบริการลูกค้าที่เป็นมิตร และช่วยแนะนำเส้นทางและสัมภาระ
The car rental company that I went with had very good customer service. They were out of a certain car I reserved and gave me a upgrade and apologized.,1,บริษัทรถเช่าที่ฉันไปด้วยนั้นบริการลูกค้าได้ดีมาก พวกเขาออกจากรถที่ฉันจองไว้และอัพเกรดให้ฉันและขอโทษ
"Experience was fine, usually try to get you to upgrade.",1,ประสบการณ์ก็ดี โดยปกติแล้วจะพยายามให้คุณอัปเกรด
good,1,ดี
Customer Service was fine. They were able to upgrade me for $2 a day to the next class...that was nice.,1,การบริการลูกค้าก็ดี พวกเขาสามารถอัพเกรดชั้นเรียนถัดไปให้ฉันได้ในราคา $2 ต่อวัน...นั่นเป็นสิ่งที่ดี
They were helpful and accommodating when I wanted to change the color of the car.,1,พวกเขาให้ความช่วยเหลือและอำนวยความสะดวกเมื่อฉันต้องการเปลี่ยนสีรถ
The customer service was excellent,1,การบริการลูกค้าเป็นเลิศ
Experience was fine,1,ประสบการณ์ก็ดี
"Have not rented a car since last October.  Customer Service was good, shuttle service was available to and from airport.  Scheduled pickup was on time and they even found a package we had left in the car and brought it to the shuttle.",1,ยังไม่ได้เช่ารถตั้งแต่เดือนตุลาคมปีที่แล้ว บริการลูกค้าได้ดี มีบริการรถรับส่งไปและกลับจากสนามบิน การมารับตามกำหนดเวลานั้นตรงเวลาและพวกเขาก็พบพัสดุที่เราทิ้งไว้ในรถและนำไปที่รถรับส่งด้วย
it was a great experience,1,มันเป็นประสบการณ์ที่ดี
No problems encountered,1,ไม่พบปัญหาใดๆ
Very satisfactory. Employees were very helpful in providing directions.,1,น่าพอใจมาก พนักงานให้ความช่วยเหลือดีมากในการให้คำแนะนำ
Customer Service was quick and friendly.  I received my car with little hassles.,1,การบริการลูกค้ารวดเร็วและเป็นกันเอง ฉันได้รับรถด้วยความยุ่งยากเล็กน้อย
Customer service was good at MSP airport and the process was very fast.  From getting off of the plane to leaving with my rental car was less than 45 minutes.,1,การบริการลูกค้าทำได้ดีที่สนามบิน MSP และกระบวนการก็รวดเร็วมาก ตั้งแต่ลงเครื่องจนถึงออกรถก็ใช้เวลาไม่ถึง 45 นาที
no complaints,1,ไม่มีการร้องเรียน
Friendly and very well informed,1,เป็นกันเองและให้ข้อมูลดีมาก
It was fine,1,มันสบายดี
"Employees had nice, new uniforms.",1,พนักงานมีเครื่องแบบใหม่และสวยงาม
"customer service was very good and very professional, energetic",1,การบริการลูกค้าดีมากและเป็นมืออาชีพและกระตือรือร้นมาก
customer service was OK,1,การบริการลูกค้าก็โอเค
"Customer service was great, but I wish they had searched the car when I returned it.  I left my Palm Pilot in the backseat for 2 days before I noticed it was missing!  Fortunately the car was still in the lot when I called and they were able to ship it to me.",1,การบริการลูกค้าดีมาก แต่ฉันหวังว่าพวกเขาจะตรวจค้นรถเมื่อฉันส่งคืน ฉันทิ้ง Palm Pilot ไว้ที่เบาะหลังเป็นเวลา 2 วันก่อนที่จะสังเกตเห็นว่ามันหายไป! โชคดีที่รถยังอยู่ในลานจอดรถตอนที่ฉันโทรไป และพวกเขาก็จัดส่งให้ฉันได้
they were fine.,1,พวกเขาสบายดี
they were very nice and willing to help in any way they could,1,พวกเขาใจดีมากและเต็มใจช่วยเหลือทุกวิถีทางที่ทำได้
"it was fine, I had no problem at all.",1,ไม่เป็นไร ฉันไม่มีปัญหาเลย
They were very good and took care of what I needed. Very quick.,1,พวกเขาดีมากและดูแลสิ่งที่ฉันต้องการ เร็วมาก.
The customer service people were very nice.  During my vacation I locked my keys in the car.  The rental company sent someone out with a new set of keys to unlock the car.,1,คนบริการลูกค้าก็น่ารักมาก ในช่วงวันหยุดของฉัน ฉันล็อคกุญแจไว้ในรถ บริษัทให้เช่าส่งคนออกไปพร้อมกับกุญแจชุดใหม่เพื่อปลดล็อครถ
Everything went fine.  Folks were friendly and informed.,1,ทุกอย่างเป็นไปด้วยดี ผู้คนเป็นมิตรและให้ข้อมูล
"It was okay, we got the car quickly, which is the most important thing",1,ไม่เป็นไรเราได้รถเร็วซึ่งเป็นสิ่งสำคัญที่สุด
No suggestions.  Customer Service was good.,1,ไม่มีข้อเสนอแนะ การบริการลูกค้าเป็นสิ่งที่ดี
Customer service was outstanding. Got a free upgrade without even asking. Everyone was very courteous and friendly.,1,การบริการลูกค้าที่โดดเด่น ได้รับการอัปเกรดฟรีโดยไม่ต้องถาม ทุกคนสุภาพและเป็นมิตรมาก
Everyone was very friendly. They even drove us to the airport since we were running late for our flight.,1,ทุกคนเป็นมิตรมาก พวกเขาขับรถพาเราไปสนามบินด้วยเพราะเราขึ้นเครื่องสาย
All the people I dealt with were pleasant and helpful.,1,ทุกคนที่ฉันติดต่อด้วยมีน้ำใจและช่วยเหลือดี
they were very nice,1,พวกเขาเป็นคนดีมาก
Everything was fine with my last car rental.,1,ทุกอย่างเรียบร้อยดีกับการเช่ารถครั้งสุดท้ายของฉัน
"It was a good experience, received an upgrade at no charge.",1,เป็นประสบการณ์ที่ดี ได้รับการอัปเกรดโดยไม่มีค่าใช้จ่าย
they were friendly,1,พวกเขาเป็นมิตร
We did not have any trouble with customer service. No complaints.,1,เราไม่มีปัญหากับการบริการลูกค้า ไม่มีการร้องเรียน
They were friendly and helpful enough.,1,พวกเขาเป็นมิตรและช่วยเหลือดีพอ
My last rental experience for leisure was fine -- no service issues to speak of.,1,ประสบการณ์การเช่าครั้งล่าสุดของฉันเพื่อการพักผ่อนก็ดี -- ไม่มีปัญหาด้านการบริการให้พูดถึง
service was excellent,1,การบริการเป็นเลิศ
No problems,1,ไม่มีปัญหา
customer service was OK,1,การบริการลูกค้าก็โอเค
People were nice.  Service was fast.,1,ผู้คนก็ดี การบริการรวดเร็ว
"Customer Service is great since you don't have to deal with any people, per se.  The car is ready and waiting for you and the shuttle just drops you off to it.",1,การบริการลูกค้าเป็นสิ่งที่ดีเนื่องจากคุณไม่จำเป็นต้องติดต่อกับใครเลย รถพร้อมและรอคุณอยู่ และรถรับส่งก็จะไปส่งคุณถึงที่
Good experience with all the rental co.'s I contacted. I Just called with rental dates and received pricing and selected rental co.,1,ประสบการณ์ที่ดีกับบริษัทเช่าทั้งหมดที่ฉันติดต่อไป ฉันเพิ่งโทรไปพร้อมวันที่เช่าและรับราคาและเลือกบริษัทเช่า
No problems,1,ไม่มีปัญหา
Customer service was fine,1,การบริการลูกค้าก็ดี
Customer service went out of their way to provide a car that would fit our needs,1,การบริการลูกค้าพยายามอย่างเต็มที่เพื่อจัดหารถยนต์ที่เหมาะกับความต้องการของเรา
"Our customer service representative was polite and well-dressed. He smiled appropriately and answered my questions, not from a rehearsed script, but from his own frame of reference. He shirt was neatly pressed and his hair was professionally coifed.",1,ตัวแทนฝ่ายบริการลูกค้าของเราสุภาพและแต่งตัวดี เขายิ้มอย่างเหมาะสมและตอบคำถามของฉัน ไม่ใช่จากบทซ้อม แต่จากกรอบการอ้างอิงของเขาเอง เขารีดเสื้อเชิ้ตของเขาอย่างเรียบร้อย และผมของเขาถูกมัดอย่างมืออาชีพ
"They were actually very nice. It was in Rome and there was a language barrier, but we overcame it.",1,พวกเขาเป็นคนดีมากจริงๆ มันอยู่ในโรมและมีอุปสรรคด้านภาษา แต่เราเอาชนะมันได้
The woman at the counter was friendly and tried to accommodate me as best she could. The counter was close to the terminal and the whole thing was quick and expedient.,1,ผู้หญิงที่เคาน์เตอร์เป็นมิตรและพยายามอำนวยความสะดวกให้ฉันอย่างดีที่สุดเท่าที่จะทำได้ เคาน์เตอร์อยู่ใกล้กับอาคารผู้โดยสารและทุกอย่างก็รวดเร็วและสะดวก
Customer service was friendly and helpful.,1,การบริการลูกค้าเป็นกันเองและช่วยเหลือดี
They were competent.,1,พวกเขามีความสามารถ
"very friendly, brought the car to the hotel",1,เป็นกันเองมากนำรถไปที่โรงแรม
The customer service was very friendly and knowledgeable.  She suggested to upgrade to the SUV and it worked out much better for our trip.,1,การบริการลูกค้าเป็นกันเองและมีความรู้มาก เธอแนะนำให้อัพเกรดเป็น SUV และมันทำงานได้ดีขึ้นมากสำหรับการเดินทางของเรา
it was fine,1,มันสบายดี
Staff member was very pleasant. Provided map/directions to my hotel.,1,พนักงานก็น่าพอใจมาก ให้แผนที่/เส้นทางไปยังโรงแรมของฉัน
Customer service was fine,1,การบริการลูกค้าก็ดี
"The people were very nice.  Directions to and from our hotel, the rental company location and tourists attractions were given and they were happy to help us out.",1,ผู้คนก็ดีมาก มีการระบุเส้นทางไปและกลับจากโรงแรม ที่ตั้งของบริษัทให้เช่า และสถานที่ท่องเที่ยวสำหรับนักท่องเที่ยว และพวกเขายินดีช่วยเหลือเรา
Customer service was fine as I recall. No problems.,1,การบริการลูกค้าก็ดีอย่างที่ฉันจำได้ ไม่มีปัญหา.
It was very late at night and the customer service representative was very obliging and courteous.,1,ตอนดึกมากและตัวแทนฝ่ายบริการลูกค้าก็ใจดีและสุภาพมาก
it was fine.,1,มันสบายดี.
I had no problems with the service,1,ฉันไม่มีปัญหากับการบริการ
the line was slow but the agent was ok,1,สายช้าแต่เจ้าหน้าที่ก็โอเค
"They were great as far as I could tell, they explained what needed to be done to use the University pricing.",1,พวกเขายอดเยี่ยมมากเท่าที่ฉันสามารถบอกได้ พวกเขาอธิบายสิ่งที่ต้องทำเพื่อใช้ราคาของมหาวิทยาลัย
 The service was polite and professional. I was attended to quickly and courteously.,1,การบริการสุภาพและเป็นมืออาชีพ ฉันเข้าร่วมอย่างรวดเร็วและสุภาพ
Customer service was very good.,1,การบริการลูกค้าดีมาก
Customer service was very good,1,การบริการลูกค้าดีมาก
service was good.,1,การบริการดี
I would have to say that Enterprise car rental has the best customer service. They are very friendly and helpful.,1,ฉันต้องบอกว่ารถเช่า Enterprise มีการบริการลูกค้าที่ดีที่สุด พวกเขาเป็นมิตรและช่วยเหลือดีมาก
"The service I have is always good, I have used the same company for many years and I know the counter personnel personally.  It is always good to know that they are willing to help you in any situation. ",1,การบริการที่ฉันมีดีเสมอมา ฉันใช้บริการบริษัทเดียวกันมาหลายปีแล้ว และฉันก็รู้จักพนักงานเคาน์เตอร์เป็นการส่วนตัว เป็นเรื่องดีเสมอที่รู้ว่าพวกเขายินดีช่วยเหลือคุณในทุกสถานการณ์
"Last time I rented a car was when I went skiing with my whole family.  We got a Chevy Blazer.  We didn't think it was as large as a Ford Explorer, so we asked to switch.  The agent was very nice and gave us the Ford Explorer.",1,ครั้งสุดท้ายที่ฉันเช่ารถคือตอนที่ฉันไปเล่นสกีกับครอบครัว เรามีเชฟวี่เบลเซอร์ เราไม่คิดว่ามันใหญ่เท่ากับ Ford Explorer เราจึงขอเปลี่ยน เจ้าหน้าที่ใจดีมากและมอบ Ford Explorer ให้กับเรา
"I did everything on-line - never talked to an agent during booking.  There were no problems, even though I had to switch car sizes after initial reservation. Agent on duty for pick-up was courteous.",1,ฉันทำทุกอย่างทางออนไลน์ - ไม่เคยคุยกับตัวแทนระหว่างจองเลย ไม่มีปัญหาแม้ว่าฉันจะต้องเปลี่ยนขนาดรถหลังจากจองครั้งแรกแล้วก็ตาม ตัวแทนที่ปฏิบัติหน้าที่รับของมีความสุภาพ
I recently rented a car and they were outstanding.  The customer service rep was very helpful and courteous.  They even let me extend my rental by a couple of hours for no charge at all. I was very pleased with my experience and I would go back.,1,ฉันเพิ่งเช่ารถและพวกเขาก็โดดเด่นมาก ตัวแทนฝ่ายบริการลูกค้าให้ความช่วยเหลือดีและสุภาพมาก พวกเขายังให้ฉันขยายเวลาการเช่าอีกสองสามชั่วโมงโดยไม่มีค่าใช้จ่ายเลย ฉันพอใจมากกับประสบการณ์ของฉัน และฉันจะกลับไปอีก
Wonderful experience - the rental and whole process was seamless,1,ประสบการณ์ที่ยอดเยี่ยม - การเช่าและกระบวนการทั้งหมดราบรื่น
"They had problem to find reservation number, so whole process took too long time.",0,พวกเขามีปัญหาในการค้นหาหมายเลขการจอง ดังนั้นกระบวนการทั้งหมดจึงใช้เวลานานเกินไป
It took us almost three hours just to get a car! It was absurd.,0,เราใช้เวลาเกือบสามชั่วโมงกว่าจะได้รถ! มันไร้สาระ
Provide more convenient car pickup from the airport parking.,0,ให้บริการรับส่งรถจากลานจอดรถสนามบินสะดวกยิ่งขึ้น
"We dealt with customer service at car pick-up place, and drive off in few minutes.",1,เราจัดการกับการบริการลูกค้าที่จุดรับรถและขับรถออกไปภายในไม่กี่นาที
We got our car very quickly.,1,เราได้รถของเราเร็วมาก
"I get keys from customer service and was able to start my vacation,it was nice",1,ฉันได้รับกุญแจจากฝ่ายบริการลูกค้าและสามารถเริ่มต้นวันหยุดพักผ่อนได้ เป็นเรื่องดี
I have never rented the car for a week.  It was great experience. It was in agreement with what my friend said about this company.,1,ฉันไม่เคยเช่ารถเป็นเวลาหนึ่งสัปดาห์ มันเป็นประสบการณ์ที่ยอดเยี่ยม มันสอดคล้องกับสิ่งที่เพื่อนของฉันพูดเกี่ยวกับบริษัทนี้
greater expedience - the rental and whole process was easy and fast,1,สะดวกยิ่งขึ้น - การเช่าและกระบวนการทั้งหมดนั้นง่ายและรวดเร็ว
"They couldn't find my confirmation number in their system, which was rather frustrating.",0,พวกเขาไม่พบหมายเลขยืนยันของฉันในระบบ ซึ่งค่อนข้างน่าหงุดหงิด
The company was overwhelmed by the number of customers verse the number of available agents and they were not articulating their situation to the customers well enough. I think we waited for almost 3 hours just to get a rental car. It was ridiculous.,0,บริษัทมีล้นหลามด้วยจำนวนลูกค้าเทียบกับจำนวนตัวแทนที่มีอยู่ และพวกเขาไม่ได้แจ้งสถานการณ์ให้กับลูกค้าได้ดีเพียงพอ ฉันคิดว่าเรารอเกือบ 3 ชั่วโมงเพื่อที่จะได้รถเช่า มันไร้สาระ
Provide more frequent pickup from the airport.,0,ให้บริการรับส่งจากสนามบินบ่อยขึ้น
"We dealt very little with customer service, and we only walked to the car assigned for us, and drive away.",1,เราจัดการกับการบริการลูกค้าน้อยมาก และเราก็แค่เดินไปที่รถที่ได้รับมอบหมายให้เราแล้วขับออกไป
we got the car quickly,1,เราได้รถอย่างรวดเร็ว
I did not need to deal with customer service on my last vacation rental which was nice,1,ฉันไม่จำเป็นต้องจัดการกับฝ่ายบริการลูกค้าในการเช่าวันหยุดครั้งล่าสุดซึ่งเป็นสิ่งที่ดี
"For leisure/vacation, I have never personally rented the car.  I have always left that up to my significant other and she did not complain to use this company",1,เพื่อการพักผ่อน/วันหยุด ฉันไม่เคยเช่ารถเป็นการส่วนตัว ฉันปล่อยให้เรื่องนั้นขึ้นอยู่กับคนสำคัญของฉันเสมอ และเธอก็ไม่ได้บ่นว่าจะใช้บริษัทนี้
